source_ip,window_start,failed_attempts,avg_time_between,unique_usernames,success_ratio,label
192.168.0.21,2025-06-17 20:38:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-18 00:07:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-18 00:08:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-18 01:48:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-18 05:26:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-18 08:28:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-15 11:39:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-15 13:53:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-15 18:26:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-15 18:27:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-15 18:32:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-15 18:51:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-15 23:09:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-16 03:25:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-16 05:05:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-16 08:11:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-16 08:45:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-16 08:59:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-16 10:27:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-16 13:15:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-16 15:28:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-16 17:51:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-16 20:57:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-16 22:55:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-16 23:08:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-17 01:25:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-17 05:40:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-17 08:11:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-17 12:49:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-17 12:52:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-17 13:17:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-17 17:12:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-17 17:29:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-17 21:09:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-17 21:34:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-17 21:39:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-17 22:12:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-18 00:57:00,0,60.0,1,1.0,0
192.168.0.22,2025-06-18 05:59:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-15 11:59:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-15 14:48:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-15 18:04:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-15 19:48:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-16 04:04:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-16 05:27:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-16 05:34:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-16 05:40:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-16 07:31:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-16 10:54:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-16 11:25:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-16 12:07:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-16 17:54:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-16 18:33:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-17 01:00:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-17 01:14:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-17 02:04:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-17 02:13:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-17 03:06:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-17 04:24:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-17 05:31:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-17 07:00:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-17 09:16:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-17 15:28:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-17 16:48:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-17 16:57:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-17 23:59:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-18 01:17:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-18 01:51:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-18 03:04:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-18 03:54:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-18 04:04:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-18 04:34:00,0,60.0,1,1.0,0
192.168.0.23,2025-06-18 05:00:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-15 09:14:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-15 11:50:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-15 14:00:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-15 21:27:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-16 04:58:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-16 11:20:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-16 12:29:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-16 13:05:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-16 13:57:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-16 14:37:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-16 15:00:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-16 19:07:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-16 19:21:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-16 20:58:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-17 03:52:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-17 04:08:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-17 10:07:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-17 10:17:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-17 10:34:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-17 13:00:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-17 15:19:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-17 20:18:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-17 21:21:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-17 22:01:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-18 02:00:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-18 03:07:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-18 03:36:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-18 04:08:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-18 06:40:00,0,60.0,1,1.0,0
192.168.0.24,2025-06-18 08:23:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-15 11:52:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-15 14:36:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-15 15:16:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-15 19:04:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-15 21:51:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-16 02:11:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-16 02:17:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-16 03:31:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-16 04:19:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-16 10:29:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-16 15:10:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-16 16:28:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-16 23:44:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-17 00:37:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-17 03:46:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-17 08:18:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-17 10:30:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-17 12:02:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-17 12:15:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-17 15:16:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-17 17:20:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-17 21:53:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-18 01:14:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-18 05:51:00,0,60.0,1,1.0,0
192.168.0.25,2025-06-18 06:08:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-15 09:41:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-15 15:10:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-15 16:01:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-15 18:28:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-15 22:36:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-16 01:03:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-16 04:35:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-16 07:54:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-16 08:30:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-16 15:39:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-16 15:40:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-16 18:21:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-16 23:36:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-17 05:11:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-17 05:53:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-17 08:32:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-17 09:26:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-17 14:46:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-17 19:35:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-17 22:54:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-18 06:25:00,0,60.0,1,1.0,0
192.168.0.26,2025-06-18 07:10:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-15 10:07:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-15 10:25:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-15 15:39:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-15 15:54:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-15 21:53:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-15 23:02:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-16 00:51:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-16 01:55:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-16 01:57:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-16 02:33:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-16 02:54:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-16 03:08:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-16 04:16:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-16 08:34:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-16 11:16:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-16 15:38:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-16 18:17:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-16 20:20:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-16 23:34:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-17 00:32:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-17 02:24:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-17 04:57:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-17 07:25:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-17 09:45:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-17 12:40:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-17 13:59:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-17 21:59:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-18 02:34:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-18 06:57:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-18 08:42:00,0,60.0,1,1.0,0
192.168.0.27,2025-06-18 08:43:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-15 13:40:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-15 19:55:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-15 23:05:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 01:27:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 02:02:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 03:06:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 03:58:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 04:44:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 10:19:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 10:57:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 11:09:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 13:31:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 15:15:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 16:57:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 18:08:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 18:19:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 19:17:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-16 22:28:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-17 00:04:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-17 03:28:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-17 08:36:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-17 09:11:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-17 09:48:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-17 12:20:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-17 12:30:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-17 12:32:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-17 12:50:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-17 14:32:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-17 15:02:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-17 21:29:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-17 23:42:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-18 00:53:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-18 04:01:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-18 05:28:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-18 06:47:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-18 06:49:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-18 07:05:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-18 07:20:00,0,60.0,1,1.0,0
192.168.0.28,2025-06-18 08:57:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-15 10:04:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-15 11:45:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-15 14:16:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-15 19:09:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-15 19:30:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-15 21:24:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-16 01:30:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-16 08:27:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-16 10:04:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-16 14:12:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-17 00:14:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-17 00:25:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-17 02:37:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-17 05:15:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-17 05:56:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-17 10:13:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-17 11:56:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-17 14:11:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-17 15:05:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-17 15:25:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-17 17:38:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-18 01:17:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-18 04:24:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-18 04:57:00,0,60.0,1,1.0,0
192.168.0.29,2025-06-18 06:19:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-15 09:33:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-15 10:03:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-15 16:51:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-15 17:19:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-15 19:38:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-16 02:32:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-16 04:51:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-16 05:13:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-16 08:08:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-16 10:59:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-16 17:03:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 01:09:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 03:26:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 04:21:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 05:06:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 06:01:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 06:12:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 07:53:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 08:22:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 10:43:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 11:24:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 13:50:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 19:21:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 22:08:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-17 23:32:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-18 00:32:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-18 04:39:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-18 06:24:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-18 08:08:00,0,60.0,1,1.0,0
192.168.0.30,2025-06-18 08:13:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-15 14:20:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-15 16:22:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-15 18:36:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-16 01:09:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-16 01:20:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-16 07:58:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-16 16:31:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-16 23:51:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-17 00:15:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-17 01:03:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-17 05:34:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-17 05:47:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-17 06:28:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-17 06:53:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-17 11:41:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-17 13:41:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-17 13:43:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-17 19:52:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-17 20:11:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-17 22:34:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-18 00:37:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-18 04:26:00,0,60.0,1,1.0,0
192.168.0.31,2025-06-18 05:48:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-15 10:11:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-15 13:59:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-15 15:06:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-15 18:57:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 04:27:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 05:00:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 06:01:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 06:18:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 07:23:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 07:44:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 08:47:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 09:28:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 09:47:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 10:21:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 11:04:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 11:34:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 12:18:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 12:20:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 16:20:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 18:03:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-16 20:38:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-17 00:01:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-17 00:08:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-17 00:48:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-17 05:57:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-17 13:24:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-17 19:56:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-17 20:59:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-17 21:06:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-17 23:40:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-17 23:55:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-18 02:21:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-18 02:56:00,0,60.0,1,1.0,0
192.168.0.32,2025-06-18 03:11:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-15 14:37:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-15 20:18:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-15 22:51:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 01:45:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 02:30:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 05:09:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 05:29:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 07:52:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 08:27:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 08:43:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 09:42:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 10:49:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 11:57:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 12:49:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 15:17:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 17:15:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 20:54:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 21:17:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-16 22:07:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-17 00:21:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-17 05:42:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-17 09:21:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-17 11:39:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-17 12:18:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-17 19:04:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-17 21:44:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-17 22:30:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-17 22:58:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-17 23:20:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-18 01:54:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-18 03:48:00,0,60.0,1,1.0,0
192.168.0.33,2025-06-18 08:40:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-15 13:45:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-15 15:44:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-15 16:47:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-16 01:05:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-16 03:13:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-16 04:06:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-16 06:11:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-16 07:12:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-16 07:15:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-16 09:18:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-16 11:29:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-16 12:40:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-16 18:56:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-16 19:43:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-16 21:31:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-16 22:29:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-17 03:13:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-17 04:06:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-17 05:52:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-17 12:45:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-17 19:38:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-17 20:44:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-17 20:46:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-17 20:55:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-17 23:28:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-18 03:30:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-18 03:50:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-18 06:29:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-18 07:39:00,0,60.0,1,1.0,0
192.168.0.34,2025-06-18 07:51:00,0,60.0,1,1.0,0
192.168.0.35,2025-06-15 09:22:00,0,60.0,1,1.0,0
192.168.0.35,2025-06-15 14:32:00,0,60.0,1,1.0,0
192.168.0.35,2025-06-15 14:52:00,0,60.0,1,1.0,0
192.168.0.35,2025-06-15 20:28:00,0,60.0,1,1.0,0
